site_id,run_id,ts_iso,req_id,session_id,provider,phase,caption,top1_id,top1_score,top2_id,top2_score,margin,gt_node_id,hit_top1,hit_top2,hit_hop1,low_conf,low_conf_rule,client_start_ms,server_recv_ms,server_resp_ms
SCENE_B_STUDIO,SIGLIP,2026-06-07T10:17:47.236228,3e9aa0d3-5614-4ded-a568-4296f8277da5,e2e_DIO_1780827451,ft,siglip,there are many people working at computers in this office,poi12_wall_side_workbench,0.6115,poi14_main_work_table,0.4992,0.1123,,,,,false,siglip_default,,1780827464572,1780827467236
SCENE_B_STUDIO,SIGLIP,2026-06-07T10:17:49.963568,ceb10c97-8382-4605-bfcc-46b7b72bddbb,e2e_DIO_1780827451,ft,siglip,there is a room with a lot of desks and chairs,poi15_floor_to_ceiling_windows,0.4930,poi18_large_display_screen,0.4664,0.0266,,,,,true,siglip_default,,1780827467253,1780827469963
SCENE_B_STUDIO,SIGLIP,2026-06-07T10:17:52.585937,57b6a44d-ef32-4490-81cb-8303bdd7ab24,e2e_DIO_1780827451,ft,siglip,there are two computers on the desk in the office,poi14_main_work_table,0.5936,poi12_wall_side_workbench,0.4938,0.0999,,,,,true,siglip_default,,1780827469976,1780827472585
SCENE_B_STUDIO,SIGLIP,2026-06-07T10:17:55.455697,c0170c0f-e845-4690-a3ad-7da732ae1ffb,e2e_DIO_1780827451,ft,siglip,"there is a room with a couch, chair, television and a refrigerator",poi18_large_display_screen,0.6273,poi16_green_sofa_side_table,0.5640,0.0633,,,,,true,siglip_default,,1780827472599,1780827475455
SCENE_B_STUDIO,SIGLIP,2026-06-07T10:17:58.291825,4b712ea7-58fd-401e-97af-21580231a782,e2e_DIO_1780827451,ft,siglip,there is a large television in a room with a lot of clutter,poi18_large_display_screen,0.5871,poi11_di_hub_glass_box,0.5581,0.0290,,,,,true,siglip_default,,1780827475470,1780827478291
SCENE_B_STUDIO,SIGLIP,2026-06-07T10:18:00.993713,10d770c3-744e-4271-a177-599e23c12786,e2e_DIO_1780827451,ft,siglip,there is a large flat screen tv in a room with chairs,poi12_wall_side_workbench,0.6123,poi18_large_display_screen,0.5974,0.0149,,,,,true,siglip_default,,1780827478303,1780827480993
SCENE_B_STUDIO,SIGLIP,2026-06-07T10:18:03.762787,73dd04cb-15bd-455f-982f-9d4d4beb9b79,e2e_DIO_1780827451,ft,siglip,there is a room with a lot of desks and chairs,poi12_wall_side_workbench,0.7019,poi11_di_hub_glass_box,0.6648,0.0370,,,,,true,siglip_default,,1780827481005,1780827483762
SCENE_B_STUDIO,SIGLIP,2026-06-07T10:18:06.537791,767a0c21-2d3c-495d-b558-3f7459f59957,e2e_DIO_1780827451,ft,siglip,there is a room with a lot of desks and computers,poi12_wall_side_workbench,0.6788,poi11_di_hub_glass_box,0.6655,0.0133,,,,,true,siglip_default,,1780827483780,1780827486537
SCENE_B_STUDIO,SIGLIP,2026-06-07T10:18:09.483335,0223a047-ab36-4e51-ba27-966caf30d8ea,e2e_DIO_1780827451,ft,siglip,"there is a room with a couch, chair, and a laptop on it",poi15_floor_to_ceiling_windows,0.4422,poi14_main_work_table,0.3772,0.0650,,,,,true,siglip_default,,1780827486550,1780827489483
SCENE_B_STUDIO,SIGLIP,2026-06-07T10:18:12.219433,3180ff1e-30ad-48b3-b786-d5be9a354e44,e2e_DIO_1780827451,ft,siglip,there is a room with a lot of desks and chairs,poi12_wall_side_workbench,0.6747,poi11_di_hub_glass_box,0.5686,0.1062,,,,,false,siglip_default,,1780827489495,1780827492219
SCENE_B_STUDIO,SIGLIP,2026-06-07T10:18:15.060568,a8f60a04-182f-4779-9761-82b115fbb380,e2e_DIO_1780827451,ft,siglip,"there is a room with a table, chairs, and a tv",poi19_purple_chair_filming_table,0.6082,poi12_wall_side_workbench,0.5745,0.0337,,,,,true,siglip_default,,1780827492230,1780827495060
SCENE_B_STUDIO,SIGLIP,2026-06-07T10:18:17.914734,897a6ffe-36cb-4044-8c62-d81213686520,e2e_DIO_1780827451,ft,siglip,there is a woman sitting in a chair in a room with a tv,poi12_wall_side_workbench,0.6549,poi19_purple_chair_filming_table,0.5994,0.0555,,,,,true,siglip_default,,1780827495072,1780827497914
